Entity Name,Entity Description,Attribute Name,Attribute Description,Logical Data Type,Table Name ,Column Name,Physical Data Type,Null Option,Release,Is PK-FK
Staging Prepaid Report Configuration,Configuration table created for reference code to be used in prepaid reports provided by business users as manual feed,Active Flag,Flag to indicate if lookup code is active or not,CHAR(1),STGE_PREP_RPRT_CNFG,ACTV_FLG,VARCHAR2(15),Null,R1,Non-Key
Staging Prepaid Report Configuration,Configuration table created for reference code to be used in prepaid reports provided by business users as manual feed,Configuration Lookup Code,Lookup code used in reports for filtering,VARCHAR(30),STGE_PREP_RPRT_CNFG,CNFG_LOOK_CD,VARCHAR2(30),Not Null,R1,PK
Staging Prepaid Report Configuration,Configuration table created for reference code to be used in prepaid reports provided by business users as manual feed,Configuration Lookup Description,Description of Lookup code used in reports for filtering,VARCHAR(255),STGE_PREP_RPRT_CNFG,CNFG_LOOK_DS,VARCHAR2(255),Null,R1,Non-Key
Staging Prepaid Report Configuration,Configuration table created for reference code to be used in prepaid reports provided by business users as manual feed,Configuration Report Code,Code given for reports,SMALLINT,STGE_PREP_RPRT_CNFG,CNFG_RPRT_CD,NUMBER(4),Not Null,R1,PK
Staging Prepaid Report Configuration,Configuration table created for reference code to be used in prepaid reports provided by business users as manual feed,Configuration Report Name,Name of report,VARCHAR(255),STGE_PREP_RPRT_CNFG,CNFG_RPRT_NM,VARCHAR2(255),Null,R1,Non-Key
Staging Prepaid Report Configuration,Configuration table created for reference code to be used in prepaid reports provided by business users as manual feed,Ecf Insert Timestamp,Record Insert timestamp,TIMESTAMP(6),STGE_PREP_RPRT_CNFG,ECF_NSRT_TS,TIMESTAMP(6),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,A End Installation Name,A End customer name,VARCHAR(255),SUBS,A_END_INST_NM,VARCHAR2(255),Null,R2,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,A End Exchange Code,A End Exchange Code,CHAR(10),SUBS,A_END_XCHG_CD,VARCHAR2(15),Null,R2,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Access Linkage Identifier,Access Id for Main Component Access for Subscribers,VARCHAR(32),SUBS,ACCS_LKGE_ID,VARCHAR2(32),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Address Key,Subscriber Address,BIGINT,SUBS,ADDR_KEY,NUMBER(18),Not Null,R1+R2,FK
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Agid,"Based on the service number we identify the AGID from the source .
Value will be 1(3G) and 2(4G)",DECIMAL(1),SUBS,AGID,DECIMAL(1),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Allocation Date,Allocation date coming spear,DATE,SUBS,ALLC_DT,DATE,Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Average Credit Rating Code,Average Credit Rating,CHAR(10),SUBS,AVG_CRDT_RATE_CD,VARCHAR2(15),Null,R2,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,B End Address Key,B-End Address Key,INTEGER,SUBS,B_END_ADDR_KEY,NUMERIC(18),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,B End Address Record Object Identifier,B-End Address Record Object Identifier,DECIMAL(18),SUBS,B_END_ADDR_RCRD_OBJ_ID,NUMBER(18),Null,R2,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,B End Address Type,B-End Address Type,VARCHAR(15),SUBS,B_END_ADDR_TYPE,VARCHAR2(15),Null,R2,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,B End Installation Name,B End customer name,VARCHAR(255),SUBS,B_END_INST_NM,VARCHAR2(255),Null,R2,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,B End Exchange Code,B-End Exchange Code,CHAR(10),SUBS,B_END_XCHG_CD,VARCHAR2(15),Null,R2,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Broadband Product Offer Description,This will provide the existing Broadband level main product holding description of the corresponding Customer along with the information whether the Main Billing Offer of the Broadband Subscription has Crysta or not.,VARCHAR(255),SUBS,BB_PROD_OFFR_DS,VARCHAR2(255),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Broadband User Name,Broadband User Name used for Integrated Bundle,VARCHAR(255),SUBS,BB_USER_NM,VARCHAR2(255),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Bundle Identifier,Holds the Bundle Id in case of Multi line,VARCHAR(255),SUBS,BNDL_ID,VARCHAR2(255),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Bundle Key,GK on the basis of Bundle Id + Source System Code.,INTEGER,SUBS,BNDL_KEY,NUMBER(10),Null,R1,FK
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Bundle Main Billing Offer Key,GK on Billing Offer Id + Source System Code,BIGINT,SUBS,BNDL_MAIN_BILL_OFFR_KEY,NUMBER(18),Null,R1+R2,FK
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Bundle Main Product Offer Key,GK based on Product Catalog Item Id & Product Catalog Item Version & Source System Code,INTEGER,SUBS,BNDL_MAIN_PROD_OFFR_KEY,NUMBER(10),Not Null,R1,FK
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Bundle Type Code,Identifies whether Hard Bundle/Soft Bundle/Standalone...Valid Values are HARD/SOFT/STANDALONE/NULL,VARCHAR(30),SUBS,BNDL_TYPE_CD,VARCHAR2(30),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Benefits Text,The benefits of the subscriber,VARCHAR(32),SUBS,BNFT_TXT,VARCHAR2(32),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Calculated Payment Category Key,"Indicates whether the Subscriber is Prepaid/Postpaid
Valid Values - BOTH - HYBRID; POST - POST_PAID; PRE - PRE_PAID",INTEGER,SUBS,CALC_PAY_CTGY_KEY,NUMBER(10),Not Null,R1,FK
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Change Main Billing Offer Flag,A flag indicating if main billing offer was changed,CHAR(1),SUBS,CHNG_MAIN_BILL_OFFR_FLG,VARCHAR2(15),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Churn Category Code,Whether the churned Subscription is an External Churn or an Internal Churn,CHAR(3),SUBS,CHRN_CTGY_CD,VARCHAR2(15),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Churn Flag,The Churn Indicator. Calculated by external system,VARCHAR(60),SUBS,CHRN_FLG,VARCHAR2(60),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Churn Matrix Code,Churn Matrix Score coming from SAS Analytics,CHAR(3),SUBS,CHRN_MTRX_CD,VARCHAR2(15),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Churn Risk Indicator,Churn Risk Indicator is calculated on top of Churn Matrix score. It suggests the high risk and low risk Customers whether they are going to churn or not.,VARCHAR(15),SUBS,CHRN_RISK_IND,VARCHAR2(15),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Churn Reason Description,Reason for the Subscriber to get Churned,VARCHAR(255),SUBS,CHRN_RSN_DS,VARCHAR2(255),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Churn Type Identifier,Identifier specifying whether the Subscriber Churn is Voluntary or Involuntary,VARCHAR(15),SUBS,CHRN_TYPE_ID,VARCHAR2(15),Null,R1,Non-Key
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Contract Type Key,Surrogate key generated in New EDW,INTEGER,SUBS,CNTC_TYPE_KEY,NUMBER(10),Null,R2,FK
Subscriber,A subscriber (or subscription) is the end point of the customer organizational hierarchy that subscribes to set of the products provided by the operator.,Content Receiver Name,This is applicable for Cross Carriage subscribers. Subscribers who are on Star hub Set Top Box and subscribed to Singtel Content,VARCHAR(60),SUBS,CNTN_RECV_NM,VARCHAR2(60),Null,R1,Non-Key
